FA-DOMID,FA-PDBID,FA-PDBREG,FA-UNIID,FA-UNIREG,SF-DOMID,SF-PDBID,SF-PDBREG,SF-UNIID,SF-UNIREG,SCOPCLA,TP,CL,CF,SF,FA
8095544,6HCG,s:97-164,A0A0H3GMS7,97-164,8095545,6HCG,s:97-164,A0A0H3GMS7,97-164,"TP=1,CL=1000001,CF=2001479,SF=3002541,FA=4005027",1,1000001,2001479,3002541,4005027
8024028,2QTV,A:524-626,P15303,524-626,8036407,2QTV,A:524-626,P15303,524-626,"TP=1,CL=1000000,CF=2000464,SF=3001173,FA=4002392",1,1000000,2000464,3001173,4002392
8026146,1PD0,A:647-753,P40482,647-753,8038525,1PD0,A:647-753,P40482,647-753,"TP=1,CL=1000000,CF=2000464,SF=3001173,FA=4002392",1,1000000,2000464,3001173,4002392
8045738,1ZHC,A:1-76,O25839,1-76,8091784,1ZHC,A:1-76,O25839,1-76,"TP=1,CL=1000000,CF=2000036,SF=3002542,FA=4004651",1,1000000,2000036,3002542,4004651
8021762,1Y6X,A:7-93,P9WMM9,7-93,8034142,1Y6X,A:7-93,P9WMM9,7-93,"TP=1,CL=1000000,CF=2000742,SF=3001174,FA=4001521",1,1000000,2000742,3001174,4001521
8022588,1YVW,A:4-95,Q81G00,4-95,8034968,1YVW,A:4-95,Q81G00,4-95,"TP=1,CL=1000000,CF=2000742,SF=3001174,FA=4001521",1,1000000,2000742,3001174,4001521
8022630,1YXB,A:4-90,Q9EWK0,4-90,8035010,1YXB,A:4-90,Q9EWK0,4-90,"TP=1,CL=1000000,CF=2000742,SF=3001174,FA=4001521",1,1000000,2000742,3001174,4001521
8024351,2A7W,A:4-94,Q7P0E6,4-94,8036730,2A7W,A:4-94,Q7P0E6,4-94,"TP=1,CL=1000000,CF=2000742,SF=3001174,FA=4001521",1,1000000,2000742,3001174,4001521
8025099,1OGL,A:9-278,O15923,9-278,8037478,1OGL,A:9-278,O15923,9-278,"TP=1,CL=1000000,CF=2000742,SF=3001174,FA=4000721",1,1000000,2000742,3001174,4000721
8029256,1W2Y,A:1-229,Q0P8G4,1-229,8041635,1W2Y,A:1-229,Q0P8G4,1-229,"TP=1,CL=1000000,CF=2000742,SF=3001174,FA=4000721",1,1000000,2000742,3001174,4000721
8029664,2GTA,A:1-98,P42979,1-98,8042043,2GTA,A:1-98,P42979,1-98,"TP=1,CL=1000000,CF=2000742,SF=3001174,FA=4003078",1,1000000,2000742,3001174,4003078
8030707,1VMG,A:1-83,Q97U11,1-83,8043086,1VMG,A:1-83,Q97U11,1-83,"TP=1,CL=1000000,CF=2000742,SF=3001174,FA=4003078",1,1000000,2000742,3001174,4003078
8031090,2OIE,A:21-122,Q9QY93,21-122,8043468,2OIE,A:21-122,Q9QY93,21-122,"TP=1,CL=1000000,CF=2000742,SF=3001174,FA=4003078",1,1000000,2000742,3001174,4003078
8031367,2P06,A:1-84,O30176,1-84,8043745,2P06,A:1-84,O30176,1-84,"TP=1,CL=1000000,CF=2000742,SF=3001174,FA=4001515",1,1000000,2000742,3001174,4001515
8062834,4DL8,A:7-287,Q57ZH3,7-287,8062835,4DL8,A:7-287,Q57ZH3,7-287,"TP=1,CL=1000000,CF=2000742,SF=3001174,FA=4000721",1,1000000,2000742,3001174,4000721
8062836,2YAY,A:8-264,O15826,8-264,8062837,2YAY,A:8-264,O15826,8-264,"TP=1,CL=1000000,CF=2000742,SF=3001174,FA=4000721",1,1000000,2000742,3001174,4000721
8081116,5IE9,A:1-103,Q813T0,1-103,8081117,5IE9,A:1-103,Q813T0,1-103,"TP=1,CL=1000000,CF=2000742,SF=3001174,FA=4003078",1,1000000,2000742,3001174,4003078
8089080,4QGP,A:1-100,O29089,1-100,8089081,4QGP,A:1-100,O29089,1-100,"TP=1,CL=1000000,CF=2000742,SF=3001174,FA=4003078",1,1000000,2000742,3001174,4003078
8045743,3VHX,F:699-800,Q02241,803-904,8091788,3VHX,F:699-800,Q02241,803-904,"TP=1,CL=1000003,CF=2001480,SF=3002543,FA=4004655",1,1000003,2001480,3002543,4004655
8019912,1PKU,A:4-151,Q07661,1-148,8032292,1PKU,A:4-151,Q07661,1-148,"TP=1,CL=1000003,CF=2000014,SF=3001175,FA=4001261",1,1000003,2000014,3001175,4001261
8020769,1WKJ,A:1-137,Q5SLV5,1-137,8033149,1WKJ,A:1-137,Q5SLV5,1-137,"TP=1,CL=1000003,CF=2000014,SF=3001175,FA=4001261",1,1000003,2000014,3001175,4001261
8020806,1NB2,A:2-150,Q7SIA9,2-150,8033186,1NB2,A:2-150,Q7SIA9,2-150,"TP=1,CL=1000003,CF=2000014,SF=3001175,FA=4001261",1,1000003,2000014,3001175,4001261
8021479,1XQI,A:14-195,Q8ZWY4,2-183,8033859,1XQI,A:14-195,Q8ZWY4,2-183,"TP=1,CL=1000003,CF=2000014,SF=3001175,FA=4001261",1,1000003,2000014,3001175,4001261
8022886,1EHW,A:0-142,O00746,33-175,8035266,1EHW,A:0-142,O00746,33-175,"TP=1,CL=1000003,CF=2000014,SF=3001175,FA=4001261",1,1000003,2000014,3001175,4001261
8022889,1BE4,A:2-152,P52175,2-152,8035269,1BE4,A:2-152,P52175,2-152,"TP=1,CL=1000003,CF=2000014,SF=3001175,FA=4001261",1,1000003,2000014,3001175,4001261
8022897,1NDC,A:6-155,P22887,6-155,8035277,1NDC,A:6-155,P22887,6-155,"TP=1,CL=1000003,CF=2000014,SF=3001175,FA=4001261",1,1000003,2000014,3001175,4001261
8022921,1NSQ,A:2-153,P08879,2-153,8035301,1NSQ,A:2-153,P08879,2-153,"TP=1,CL=1000003,CF=2000014,SF=3001175,FA=4001261",1,1000003,2000014,3001175,4001261
8022926,1NHK,R:2-145,P15266,2-145,8035306,1NHK,R:2-145,P15266,2-145,"TP=1,CL=1000003,CF=2000014,SF=3001175,FA=4001261",1,1000003,2000014,3001175,4001261
8023837,1ZS6,A:18-169,Q13232,18-169,8036217,1ZS6,A:18-169,Q13232,18-169,"TP=1,CL=1000003,CF=2000014,SF=3001175,FA=4001261",1,1000003,2000014,3001175,4001261
8025125,2AZ3,A:4-155,P61136,4-155,8037504,2AZ3,A:4-155,P61136,4-155,"TP=1,CL=1000003,CF=2000014,SF=3001175,FA=4001261",1,1000003,2000014,3001175,4001261
8025361,2B8Q,A:2-129,Q5UQL3,2-129,8037740,2B8Q,A:2-129,Q5UQL3,2-129,"TP=1,CL=1000003,CF=2000014,SF=3001175,FA=4001261",1,1000003,2000014,3001175,4001261
8026583,3BBB,A:2-151,P22392,2-151,8038962,3BBB,A:2-151,P22392,2-151,"TP=1,CL=1000003,CF=2000014,SF=3001175,FA=4001261",1,1000003,2000014,3001175,4001261
8027611,2DYA,A:6-158,O58429,3-155,8039990,2DYA,A:6-158,O58429,3-155,"TP=1,CL=1000003,CF=2000014,SF=3001175,FA=4001261",1,1000003,2000014,3001175,4001261
8027645,1K44,A:2-136,P9WJH7,2-136,8040024,1K44,A:2-136,P9WJH7,2-136,"TP=1,CL=1000003,CF=2000014,SF=3001175,FA=4001261",1,1000003,2000014,3001175,4001261
8029931,1S57,A:79-231,O64903,79-231,8042310,1S57,A:79-231,O64903,79-231,"TP=1,CL=1000003,CF=2000014,SF=3001175,FA=4001261",1,1000003,2000014,3001175,4001261
8030070,2HVD,A:4-152,P15531,4-152,8042449,2HVD,A:4-152,P15531,4-152,"TP=1,CL=1000003,CF=2000014,SF=3001175,FA=4001261",1,1000003,2000014,3001175,4001261
8030462,1U8W,A:1-149,P39207,1-149,8042841,1U8W,A:1-149,P39207,1-149,"TP=1,CL=1000003,CF=2000014,SF=3001175,FA=4001261",1,1000003,2000014,3001175,4001261
8030942,1W7W,A:1-151,Q9SP13,81-231,8043321,1W7W,A:1-151,Q9SP13,81-231,"TP=1,CL=1000003,CF=2000014,SF=3001175,FA=4001261",1,1000003,2000014,3001175,4001261
8031557,1XIQ,A:1-149,Q8ID43,1-149,8043935,1XIQ,A:1-149,Q8ID43,1-149,"TP=1,CL=1000003,CF=2000014,SF=3001175,FA=4001261",1,1000003,2000014,3001175,4001261
8061516,4UOF,A:1-151,A5J299,1-151,8061517,4UOF,A:1-151,A5J299,1-151,"TP=1,CL=1000003,CF=2000014,SF=3001175,FA=4001261",1,1000003,2000014,3001175,4001261
8061520,3NGR,A:1-144,Q9U1E1,1-144,8061521,3NGR,A:1-144,Q9U1E1,1-144,"TP=1,CL=1000003,CF=2000014,SF=3001175,FA=4001261",1,1000003,2000014,3001175,4001261
8061522,4F36,A:3-151,Q381H3,3-151,8061523,4F36,A:3-151,Q381H3,3-151,"TP=1,CL=1000003,CF=2000014,SF=3001175,FA=4001261",1,1000003,2000014,3001175,4001261
8061524,4KPC,A:2-142,A4HKT8,2-142,8061525,4KPC,A:2-142,A4HKT8,2-142,"TP=1,CL=1000003,CF=2000014,SF=3001175,FA=4001261",1,1000003,2000014,3001175,4001261
8061526,5GO1,A:3-140,A0A1Y0DDB3,3-140,8061527,5GO1,A:3-140,A0A1Y0DDB3,3-140,"TP=1,CL=1000003,CF=2000014,SF=3001175,FA=4001261",1,1000003,2000014,3001175,4001261
8061528,3PRV,A:2-151,Q4E256,2-151,8061529,3PRV,A:2-151,Q4E256,2-151,"TP=1,CL=1000003,CF=2000014,SF=3001175,FA=4001261",1,1000003,2000014,3001175,4001261
8061530,5BXI,A:3-154,B9Q287,3-154,8061531,5BXI,A:3-154,B9Q287,3-154,"TP=1,CL=1000003,CF=2000014,SF=3001175,FA=4001261",1,1000003,2000014,3001175,4001261
8061532,3B54,A:2-153,P36010,2-153,8061533,3B54,A:2-153,P36010,2-153,"TP=1,CL=1000003,CF=2000014,SF=3001175,FA=4001261",1,1000003,2000014,3001175,4001261
8061534,3R9L,A:1-139,A8BMG9,1-139,8061535,3R9L,A:1-139,A8BMG9,1-139,"TP=1,CL=1000003,CF=2000014,SF=3001175,FA=4001261",1,1000003,2000014,3001175,4001261
8061538,2ZUA,A:2-154,Q401C5,2-154,8061539,2ZUA,A:2-154,Q401C5,2-154,"TP=1,CL=1000003,CF=2000014,SF=3001175,FA=4001261",1,1000003,2000014,3001175,4001261
8061540,2VU5,A:1-148,Q81SV8,1-148,8061541,2VU5,A:1-148,Q81SV8,1-148,"TP=1,CL=1000003,CF=2000014,SF=3001175,FA=4001261",1,1000003,2000014,3001175,4001261
8061542,1VYA,A:1-149,B4FK49,1-149,8061543,1VYA,A:1-149,B4FK49,1-149,"TP=1,CL=1000003,CF=2000014,SF=3001175,FA=4001261",1,1000003,2000014,3001175,4001261
8061544,3Q83,A:1-149,Q5HFV4,1-149,8061545,3Q83,A:1-149,Q5HFV4,1-149,"TP=1,CL=1000003,CF=2000014,SF=3001175,FA=4001261",1,1000003,2000014,3001175,4001261
8061546,3JS9,A:1-148,A7ANF8,1-148,8061547,3JS9,A:1-148,A7ANF8,1-148,"TP=1,CL=1000003,CF=2000014,SF=3001175,FA=4001261",1,1000003,2000014,3001175,4001261
8061548,3MPD,A:1-147,Q8SRM7,1-147,8061549,3MPD,A:1-147,Q8SRM7,1-147,"TP=1,CL=1000003,CF=2000014,SF=3001175,FA=4001261",1,1000003,2000014,3001175,4001261
8061550,3VGS,A:2-141,Q83WH5,2-141,8061551,3VGS,A:2-141,Q83WH5,2-141,"TP=1,CL=1000003,CF=2000014,SF=3001175,FA=4001261",1,1000003,2000014,3001175,4001261
8061552,4WBF,A:1-138,B0VKS3,1-138,8061553,4WBF,A:1-138,B0VKS3,1-138,"TP=1,CL=1000003,CF=2000014,SF=3001175,FA=4001261",1,1000003,2000014,3001175,4001261
8061556,5V6D,A:2-141,B4RMG0,2-141,8061557,5V6D,A:2-141,B4RMG0,2-141,"TP=1,CL=1000003,CF=2000014,SF=3001175,FA=4001261",1,1000003,2000014,3001175,4001261
8061558,6AY1,E:2-137,B5Z9W9,2-137,8061559,6AY1,E:2-137,B5Z9W9,2-137,"TP=1,CL=1000003,CF=2000014,SF=3001175,FA=4001261",1,1000003,2000014,3001175,4001261
8061560,3ZTO,A:2-142,O67528,2-142,8061561,3ZTO,A:2-142,O67528,2-142,"TP=1,CL=1000003,CF=2000014,SF=3001175,FA=4001261",1,1000003,2000014,3001175,4001261
8061562,3PJ9,A:1-137,Q9PIG7,1-137,8061563,3PJ9,A:1-137,Q9PIG7,1-137,"TP=1,CL=1000003,CF=2000014,SF=3001175,FA=4001261",1,1000003,2000014,3001175,4001261
8061564,2HUR,A:2-143,P0A763,2-143,8061565,2HUR,A:2-143,P0A763,2-143,"TP=1,CL=1000003,CF=2000014,SF=3001175,FA=4001261",1,1000003,2000014,3001175,4001261
8061566,4DI6,A:3-169,O51419,1-167,8061567,4DI6,A:3-169,O51419,1-167,"TP=1,CL=1000003,CF=2000014,SF=3001175,FA=4001261",1,1000003,2000014,3001175,4001261
8061568,5X00,B:4-141,C3LT09,4-141,8061569,5X00,B:4-141,C3LT09,4-141,"TP=1,CL=1000003,CF=2000014,SF=3001175,FA=4001261",1,1000003,2000014,3001175,4001261
8061570,4DUT,A:2-141,Q2SWE7,2-141,8061571,4DUT,A:2-141,Q2SWE7,2-141,"TP=1,CL=1000003,CF=2000014,SF=3001175,FA=4001261",1,1000003,2000014,3001175,4001261
8093483,6QA2,A:2-136,A5U5E1,2-136,8093484,6QA2,A:2-136,A5U5E1,2-136,"TP=1,CL=1000003,CF=2000014,SF=3001175,FA=4001261",1,1000003,2000014,3001175,4001261
8094718,6K3H,T:1-152,B8NQF0,1-152,8094719,6K3H,T:1-152,B8NQF0,1-152,"TP=1,CL=1000003,CF=2000014,SF=3001175,FA=4001261",1,1000003,2000014,3001175,4001261
8094750,6AGY,A:2-150,Q7Z8P9,2-150,8094751,6AGY,A:2-150,Q7Z8P9,2-150,"TP=1,CL=1000003,CF=2000014,SF=3001175,FA=4001261",1,1000003,2000014,3001175,4001261
8094782,5U2I,B:1-151,A0A1S4NYF9,1-151,8094783,5U2I,B:1-151,A0A1S4NYF9,1-151,"TP=1,CL=1000003,CF=2000014,SF=3001175,FA=4001261",1,1000003,2000014,3001175,4001261
8097471,5YIH,D:1-143,D0CAF1,1-143,8097472,5YIH,D:1-143,D0CAF1,1-143,"TP=1,CL=1000003,CF=2000014,SF=3001175,FA=4001261",1,1000003,2000014,3001175,4001261
8100885,5YOL,F:1-143,V5VIC4,1-143,8100886,5YOL,F:1-143,V5VIC4,1-143,"TP=1,CL=1000003,CF=2000014,SF=3001175,FA=4001261",1,1000003,2000014,3001175,4001261
8106059,7MK0,F:37-187,A0A2V2WVR0,1-151,8106060,7MK0,F:37-187,A0A2V2WVR0,1-151,"TP=1,CL=1000003,CF=2000014,SF=3001175,FA=4001261",1,1000003,2000014,3001175,4001261
8045744,3V0R,A:28-157,P79085,28-157,8091789,3V0R,A:28-157,P79085,28-157,"TP=1,CL=1000001,CF=2000425,SF=3002544,FA=4004656",1,1000001,2000425,3002544,4004656
8091793,5XMZ,A:31-152,G0Y276,31-152,8091794,5XMZ,A:31-152,G0Y276,31-152,"TP=1,CL=1000001,CF=2000425,SF=3002544,FA=4004656",1,1000001,2000425,3002544,4004656
8020955,1HW7,A:6-225,P0A6Y5,4-223,8033335,1HW7,A:6-225,P0A6Y5,4-223,"TP=1,CL=1000003,CF=2000743,SF=3001176,FA=4003643",1,1000003,2000743,3001176,4003643
8030786,1VQ0,A:1-230,Q9X1B4,1-230,8043165,1VQ0,A:1-230,Q9X1B4,1-230,"TP=1,CL=1000003,CF=2000743,SF=3001176,FA=4003643",1,1000003,2000743,3001176,4003643
8030814,1VZY,A:1-233,P37565,1-233,8043193,1VZY,A:1-233,P37565,1-233,"TP=1,CL=1000003,CF=2000743,SF=3001176,FA=4003643",1,1000003,2000743,3001176,4003643
8045747,4A9A,D:214-336,Q12000,214-336,8091805,4A9A,D:214-336,Q12000,214-336,"TP=4,CL=1000003,CF=2001481,SF=3002545,FA=4004658",4,1000003,2001481,3002545,4004658
8027460,1SZI,A:206-431,Q9DBG5,206-431,8039839,1SZI,A:206-431,Q9DBG5,206-431,"TP=1,CL=1000000,CF=2000080,SF=3001177,FA=4002393",1,1000000,2000080,3001177,4002393
8088655,5XBF,A:1607-1796,Q6PIF6,1607-1796,8091822,5XBF,A:1660-1779,Q6PIF6,1660-1779,"TP=1,CL=1000000,CF=2000085,SF=3002546,FA=4006026",1,1000000,2000085,3002546,4006026
8048248,3AU5,A:1501-1698,Q9HD67,1501-1698,8091827,3AU5,A:1563-1680,Q9HD67,1563-1680,"TP=1,CL=1000000,CF=2000085,SF=3002546,FA=4006026",1,1000000,2000085,3002546,4006026
8048249,3PVL,A:993-1256,P97479,993-1256,8091832,3PVL,A:1030-1239,P97479,1030-1239,"TP=1,CL=1000000,CF=2000085,SF=3002546,FA=4006026",1,1000000,2000085,3002546,4006026
8048246,5F3Y,A:972-1174,Q99MZ6,972-1192,8091842,5F3Y,A:1002-1157,Q99MZ6,1002-1175,"TP=1,CL=1000000,CF=2000085,SF=3002546,FA=4006026",1,1000000,2000085,3002546,4006026
8048247,5EJY,A:37-235,Q9U1M8,1118-1316,8091849,5EJY,A:86-218,Q9U1M8,1167-1299,"TP=1,CL=1000000,CF=2000085,SF=3002546,FA=4006026",1,1000000,2000085,3002546,4006026
8091854,5EJR,A:1851-2058,Q9U1M8,1851-2058,8091855,5EJR,A:1906-2032,Q9U1M8,1906-2032,"TP=1,CL=1000000,CF=2000085,SF=3002546,FA=4006026",1,1000000,2000085,3002546,4006026
8021715,2GOM,A:105-165,P68799,105-165,8034095,2GOM,A:105-165,P68799,105-165,"TP=1,CL=1000000,CF=2000030,SF=3001178,FA=4001263",1,1000000,2000030,3001178,4001263
8022434,2NOJ,B:52-109,A0A0H3JUX1,52-109,8034814,2NOJ,B:52-109,A0A0H3JUX1,52-109,"TP=1,CL=1000000,CF=2000030,SF=3001178,FA=4001263",1,1000000,2000030,3001178,4001263
8058957,3D5R,C:11-75,A6QG59,101-165,8058958,3D5R,C:11-75,A6QG59,101-165,"TP=1,CL=1000000,CF=2000030,SF=3001178,FA=4001263",1,1000000,2000030,3001178,4001263
8045753,4GOF,B:4-54,O43765,4-54,8091920,4GOF,B:4-54,O43765,4-54,"TP=1,CL=1000000,CF=2001135,SF=3002547,FA=4004661",1,1000000,2001135,3002547,4004661
8045754,3ZDM,E:2-51,Q12118,2-51,8091928,3ZDM,E:2-51,Q12118,2-51,"TP=1,CL=1000000,CF=2001135,SF=3002547,FA=4004661",1,1000000,2001135,3002547,4004661
8029616,1US7,B:148-348,Q16543,148-348,8041995,1US7,B:148-348,Q16543,148-348,"TP=1,CL=1000000,CF=2000744,SF=3001180,FA=4000728",1,1000000,2000744,3001180,4000728
8020012,1FSE,A:8-74,P11470,8-74,8032392,1FSE,A:8-74,P11470,8-74,"TP=1,CL=1000000,CF=2000000,SF=3001179,FA=4000720",1,1000000,2000000,3001179,4000720
8022183,1YIO,A:131-200,O30989,131-200,8034563,1YIO,A:131-200,O30989,131-200,"TP=1,CL=1000000,CF=2000000,SF=3001179,FA=4000720",1,1000000,2000000,3001179,4000720
8022193,1P2F,A:121-217,Q9WXY0,121-217,8034573,1P2F,A:121-217,Q9WXY0,121-217,"TP=1,CL=1000000,CF=2000000,SF=3001179,FA=4000729",1,1000000,2000000,3001179,4000729
8022230,1P4W,A:129-215,P96320,129-215,8034610,1P4W,A:129-215,P96320,129-215,"TP=1,CL=1000000,CF=2000000,SF=3001179,FA=4000720",1,1000000,2000000,3001179,4000720
8022531,1YS6,B:128-233,P9WGM1,128-233,8034911,1YS6,B:128-233,P9WGM1,128-233,"TP=1,CL=1000000,CF=2000000,SF=3001179,FA=4000729",1,1000000,2000000,3001179,4000729
8024260,1OPC,A:137-235,P0AA16,137-235,8036639,1OPC,A:137-235,P0AA16,137-235,"TP=1,CL=1000000,CF=2000000,SF=3001179,FA=4000729",1,1000000,2000000,3001179,4000729
8024262,1A04,A:150-216,P0AF28,150-216,8036641,1A04,A:150-216,P0AF28,150-216,"TP=1,CL=1000000,CF=2000000,SF=3001179,FA=4000720",1,1000000,2000000,3001179,4000720
8024266,1FC3,A:140-258,P52934,140-258,8036645,1FC3,A:140-258,P52934,140-258,"TP=1,CL=1000000,CF=2000000,SF=3001179,FA=4000726",1,1000000,2000000,3001179,4000726
8025848,1KGS,A:124-225,Q9WYN0,124-225,8038227,1KGS,A:124-225,Q9WYN0,124-225,"TP=1,CL=1000000,CF=2000000,SF=3001179,FA=4000729",1,1000000,2000000,3001179,4000729
